text_for_model,label
tilata joulu#kortti ammatti#kuvaaja kuva kortti kuva rakeiset huonolaatuinen joutua lähettää kortti uusi ehtiä teettä tehdä reklamaatio vastaus kaikki muu pielessä paitsi nopeus hyvitys,0
tuote vielä tulla ilmeisesti tulla vähä aika päivä#määrä muuttua erikseen infottu oletettu varasto aika taas jo eri pitää katsoa pyyntö#arvio tuntua ironinen palaute vielä toistaiseksi mukainen toivottavasti arvio muuttua tuote vihdoin saapua,0
valinta#kriteeri varaosa varasto kautta saada nopeasti liike saada halvalla tilaus#tavara viikko toto toimitus#aika pitkä aika odotella uskoa saada sama aika liike päivä jälkeen tehdä toimitus#kysely koskaan vastattu tuote ok,0
kyseinen yritys aivan täysi huijaus varas lippu lombokbali välille tunti ennen lento lähtö varaus#vahvistus kerrot saada lippu tunti sisällä näin ikinä tapahtua lopulta saada lippu ollenkaan saada mikään ilmoitusta#tämä jälkeen käyti usea tunti yrittää löytää toimia asiakas#palvelu#numero sellainen taitaa olema suomen#kielinen asiakas#palvelu#numero kertoa viikon#loppuisin ohjautuva englannin#kielinen numero näin todellisuus tapahtua puhelu katkea automaattisesti yritys sivu löytyä lukuinen englannin#kielinen palvelu#numero toimia ollenkaan eli asiakas#palvelu mahdoton saada yhteys myöskään sähkö#posti#viesti vastattulopus osti uusi lippu toinen kautta onneksi vielä päästä lento travellink laittaa todella ikävä tilanne alle päivä ennen lento tietää lippu lento jälkeen travelli sivu näkyä varaus peruttu kuitenkaan tulla mikään ilmoitus sähkö#posti puhelin#meeni tulla enää ikinä käyttää travellink aivan hirveä kokemus onneksi muu matka#toimisto hoitaa asia paljon hyvin jättää asiakas pula,0
helppo tapa ostaa nopea toimitus,1
oakleyt tulla päivä kotio toimitettu todella loistava sivusto suositella,1
nopea tuomitus,1
useasti tilantut aina sujua hyvin,1
mikään huomauttaa kaikki mennä odotusten mukaisesti,1
tilata osa toimittaa väärä valitettavasti katsastus mennä pieli väärin toimitettu peili johtua,0
hyvä#laatuinen suuri valokuva#juliste,1
toimitus nopea,1
selkeä helppo,1
sohva maksaa tilata reilu vko sitten vielä perillä toimitus#aika luvata kestää max vuoro#kausi tarvi enää ikä tilata mikään täältä,0
tuote tietää kaksi viikko sitten tilata ulko#kaluste näkyä kuulua seuranta#koodi turku viikko odottelu haitata asia ilmotettainen hieman aika#taulu venynyt,0
tulla heti mieli mikään parannettava kai sitten voida muu antaa täysi piste,1
aika usein paska palvelu veloite yli#määräinen asiakas luote,0
they are now clashaccountscom same ownerthey steal your money no account deli#very#they dont answer the chat and even block you therethey dont answer emails,0
nopea toimitus maksaa tilisiirto renkas toimitus mennä n työ#päivä tulla sopia koti kuljetettu,1
nopea palvelu upea mato suoraan kotio erittäin tyytyväinen,1
sivu luvata toimitus#aika pitää edes lähelle paikka viivästys ilmoittaa mitenkään,0
tilata aurinko#lasit tulla hyvin pakattu kotio sitten sovit lasi huomata tilanne liian kapea mallinsoitto asiakas#palvelu tiedustelu miten toimi#taani erittäin asiallinen ystävälli palvelu suomes muu lasit takas vaihto onnistua piti#ehdottomasti tähteä suositella,1
tilata junky#ardi oma fleeci näyttää kuva valkoinen luonnon#vaalea todellisuus tuote rusehtava kellertävä myös palautus pitää maksaa harmilli varsinkin tuote luva ensimmäinen osto#kokemus junky#ardi taitaa myös jäädä viimeinen,0
luotettava turvallinen maksutapa saada aina palvelu tarvis,1
erin#omainen valinta#malli erinomainen palvelu ensi#luokkainen kukka,1
nopea toimitus koti asti koko myös pitää kutinsa,1
tilaaminen helppo toimitus hoitaa tyylikkäästi hyvä kukka#lähetys saaja ilahtui kauni yllätys,1
nopea toimitus tuote moitteeton,1
nopea toimitus suoraan ovi tuote kuvaus mukainen,1
rengas ok toimitus joutua hakea postista,0
tuote tuki tarve tapa haluta tuote tarvita mieli odottaa kohtuutto pitkään pari päivä päästä tilaus eteinen mato,1
tilantut jo kaksi tuote netti varasto postite huomenna todellisuus ensimmäinen kerta odottaa osata sormi sauhuta katsastus pukkanen päälle kuulua osata soitto asiakas#palvelu sitten sanoa sellainen osata no mittä pakko kuiten saada osa uus yritys ottaa eri valmistaja vastaava auto ajo#kielto mela otta onko varasto oikeastaan mikään muu tuuli#lasi#pyyhkiö lamppu saada saada lähi marketti,0
tuote vastata kuvata laatu odotus,0
netti#sivu luva laske tarjous#saa vastaus alle minuutti sieltä mikään saada soittaa heti haluta tulla koti harhauttava toiminta pitää aika käydä myynti#kaveri oma#aloitteisesti ulko#ovi pelottelema toiminta muuttua,0
hyvä palvelu nopea toimitus tuote,1
tavara tilata tarkoitus saada joulu kohta pää#siäinen toimitus vielä tullutty tulla ilmoitus tilaus vastaanotettu saada selvä tavara noudettava postissa,0
hyvä asiakas palvelu nopea toimitus,1
ostotapahtuma kulua kaksi viikko ilmoittaa toinen ostaa tuote saada voida toimittaa toinen tuote vielä kuulua mikään toivota tulla ostos kulua päivä toimitus#aika#arvio päivä#äihä kuitenkaan ihan näin pitää mennä pari viikko päästä ostotapahtuma joku alkaa kauppa ihmetellä ostetti olisikos sellainen tuote saada myös sellainen kauppa tuote lähettää seuraava päivä parhaimmillaan sama päivä,0
tilaus helppo toimitus todella nopea kiitos,1
vielä ihan vakuuttua touhu onnistuneisuus tilata lehti joulu#lahja ainakaan vielä lahja saaja lehteä saada elää kuitenkin jo pitkä tammikuu joulu#aato liki kuukausi onneksi maksaa luotto alkaa lehteä näkyä mennä pankki keskustelu mitenkäs menet,0
arvioida saapumis#päivä vielä saapua jännä saada tuote joulu jokatapaus viimeinen kerta käyttää smartphoto,0
toimitus vielä perillä toimitus#päivä toivonut keski#viikko kato tuleeko seuraava viikko maanantaina#sähkö#postiviesti harhaanjohtava soittaa päivä aika sähkö#posti numero kerta mikään saada asia oikea vastaus kerran kuuntelin litania miten paljon puhelu maksaa todella pettyä,0
saada vielä viime ostos tietää tehdä,0
maksa hinta sisältää varaus#vahvistus ruuma tulla laukku näin kuitenkaan lento#yhtiö joutua ostaa lauku lippu travellink sivusto huija hinta pitää erittäin huonona tapa toimi,0
vastaatte kysymys aika nopeasti ongelma tilanne toimia asiakas#palvelu asiakas#palvelu ystävälli ihan tyytyväinen kiitos,1
ihana tuode,1
ostaa lippu åbo svenska teatteri kaleva näytö#ksenttyttö kaarina prisma palvelu sujautti valmis kuoreen#päivä oikein samoin kello#naika näytös sensija ihan muu mennä katsoa harmi,0
heipä vaantilas farkku saappi ulko#puoli peili peili eli lasi osata toimitus tulla lähi#mpää siwaan lunasta pahvi#laatikko huomata alapuolelta auki toinen päästä laatikko avata siellä toinen peili kyllä toinen puuttua puuttuva peili paketti auki siwa myyjä katsella kauppa puuttua peiliä näkyä mennä näyttää paketti matka#huolto oulu ottaa kuva käski#vätti yhteys lähettäjä huonosti pakattu teippi paketti alapuolella tehdä asia reklamaatio misterauto tapahtua marras#joulukuu,0
tila usein kyllä täältä,1
tilata pidennys maksaa sairastuminen vuoksi paketti jäädä hakemat asia selvitetty toinen kuukausi keskustel jokin robotti jenty asia edetä mikään pidennys täytyä vaihtaa muuten vain asioida yritys voida kertoa erittäin hankala suosittele kyllä kellekkä,0
hienosti hoidettu reklamaatio,1
huono laatu hidas toimitus osta toinen kerta,0
sopiva hinta nopea toimitus suositella,1
kaikki mennä pitää,1
tyyny#liina voida ostaa kerta toimitus#kulu ilmoittaa hyvä ajaa etu#käteen toimitus#tapa voida valita tyyli smartposti rkioski posti koti#toimitus yhteys#tietolo#make pyytää täyttää hetu haluta maksaa laskulla haluta verkko#pankki huolimatta lomake herjasi täyttää hetu maksu menty läpi saada sähkö#posti meili yksi tilaus tasan liikaa,0
hidas toimitus tilata kolme pussi matchajauhe yksi pusseista reventy seuraus jauhe tulla pussista ulos sotkenut muu pussi ottaa asiakas#palvelu yhteys laittaa kuva rikki menne tuote vastas aikoa lähettää uusi tilalle maksaa tuote takaisin vain tarjo#siva alennus seuraava tilaus rikkinäinen pakkaus myynti#kelpoinen asioi enää uudelleen,0
renkas saapuminen arvioiti tiistai rd kaksi kolli saapuiva tänään toinen sarja rd arvitoiti myös saapuva tiistai tulla vielä päiväinen autos#satalvikaus muutama päivä heitto haittaisi juuri lainkaan paitsi asennus sopia kaksi eri rengas#liike aurinkoinen moottori#pyörä#kausi alku harmittaa pitää kaksi päivä suotta ajaa auto työ,0
saada tilatti nopeasti voida käyttää uudestaan,1
kuva leikata vauva päälaki puuttua malli#kuva paikallaan muuten nätti kortti,0
kaikki toimia hyvin,1
helppo asioida löytää tuote verkko#kauppa,1
voida suositella ensi kerta tilata paketti post nordin kautta tilaus tehdä tiistai paketti saapumis viesti koodi tulla perjantai into lähteä heti hakea paketti automaatti lykkäs koodi kone luukku aueta vasta auto huomata kyse muuten kuulua paketti painel takaisin automaatti soittaa post nordin asiakas#palvelu aspa yrittää selvittää miten mahdollinen kone ehtiä muutama muu ihminen puhelun aika saada myös väärä paketti käsi aspa pyytää toimitta paketti rkioski lähteä eteenpäin kiltisti ottaa muutama muun henkilö väärä paketti toimitin rkioski ohjatti toinen puoli kaupunki matka#huolto toimittaa paketti matka#huolto pahoite tilanne sanoa heti saada paketti käsi soittaa minullelaitti post norda viestiä tapahtua vielä facebook kautta kysyä mitäs tehdä toden#näköisyys saada paketti vaikea sanoa toivota paketti saada joku yhtä reilu kaveri toimittaa matka#huolto aa okei sitten muu peuku pystyyn,0
hyvin ainakin ostaminen sujua maksuine#enty vielä saada tuote koti,1
tulla tilata nopeasti,1
pitää maksaa postitus ruotsi palautta surkea tuote,0
nopea luotettava toiminta kertoa reaali#aikainen kurssi toimia,1
nope#ahko toimitus huono laatu,0
jo toinen kerta luva rahditon tilaus rahdista veloite,0
rengas tulla nopeasti kotio hinta ok rengas alle sitten alkaa lumi tulla saattaa kyllä rengas#liike syyttää mr murphy kyllä,1
tilaus toimittaa kuljettaja budbee yhteys jälkeeni voida suositella korona syy,0
tilata pvä perillä vielä pvä,0
euro tulla saamaan#lähettäkä heti palautus#osoite tavara saada laki#mies kimppu#unne,0
lähettää kukka tampere tuotiin ori#vesi interflora tampere interflora myymälä,0
nettis#ivu helppo#käyttöinen selkeä tuote runsaasti laatu hyvä posti#ennakko maksaminen onnistua tuote tulla postissa muutama päivä,1
helppo ostaa,1
pitkä aika varmaan viisi tähteä qliro edellinen ostoskero lähettänyt parista ostos lainkaan lasku edes netti kuten yleensä käydä pariin otes tutkima jokin tapa saada lasku maksaa onnistua maksa lasku nopeasti pois tulla sitten karhu#lasku postitse hiukan yllättäen kautta laittava lasku muuten netti#posti harmittaa maksaa yli#määräinen kin syyllistynyt mikään toinen ostos hinta lähes tuplaantui cdo jäsen alku saakka viimeinen vuosi mennä qliro ennek karhunnut aihettomasti raha todellisuus laskuttanut liikaa silloin kyllä palauttiva raha hankkika sitten uusi yhteis#työ#kumppani laskutus#asia siirtyä amzoni jatko siellä laskutus onnistua toinen kautta hinta edullisemma kysely epä#onnistunut maili suomi kysely englanti ilmeisesti sitten pitää vastata englanti joku lu#kee aivan sama miettiä yhteis#työ#kumppani jatko saada yhtä kysely tehdä looginen tapa eli yksi kieli sitten maili kysely,0
luotettava nopea toimitus,1
palvelu toimia todella hyvin suositella,1
lehteä vielä näkyä,0
tosi ihana kirja,1
hyvä palvelu suositella kaikki,1
hinta kohta tuote tosin pakattu huonosti paketti liian heppoinen paino nähden paketti hajota lähes käsi noudetta,1
laaja valikoima nopea toimitus,1
tuote kokomi#toitus nähden aivan naurettava pieni,0
helppo tilata toimitus toteutui lupaus mukaisesti hinta#politiikka myös hyvä,1
kuva melko pimeä näyttää esikatselu paremmi,0
erittäin hidas toimitus osta luvata päivä toimitus tavara alkaa kuuluma soittaa asiakas#palvelu sieltä kertoa tuote tulla viikko kulua tilaus tulla tilata yritys enää mikään arvosta nopea toimitus#taplu ystävällinen asiakas#palvelija,0
selkeä kuva,1
kätevä melko nopeakki toimitus,1
tilata vahinko väärä tuote haluta palauttaa posti#kulut jäädä palauttava palautus#osoite ulko#maa kulu melkein tuote hintainen pari kymppä euro tuote palauttaminen sitten palauttaa samoin tilaama huuliky todellisuus tumma esite ymmärtää käyttää jäädä,0
luotto#kortti#maksu naurettava korkea lisäksi matka#tavara#maksu virheellinen tehdä varaus kuulemma tieto virhe perinteisesti it korjantut asia odottaa mielenkiinto korja#taanko,0
ymmärtää poikkeuksellinen tilanne ensin käski ottamatta yhteys akuutti asia sitten alkaa akuutti asia enää saada mitenkään yhteys lento reilusti alle h päästä kukaan lähettänyt kertoa mikään informaatio matka peruttu valtio jonne lentämä sulkenut raja eli peruttu mikään informaatio informaatio miten käydä ostetus lipu voinko siirtää matka kaikki vastuu kuluttaja#suojalain vastainen haluta vielä kerran sanoa ymmärtää tilanne voida sulkea asiakas#palvelu#numero tälläinen ajan#kohta,0
välit syntymä#päivä#kimppu interflora välitys tampere vuoreksi kaupungin#osa kimppu yrittää viedä kohde keskellä päivä jolloin molemmat asukas työ jokin kumma syy joutua hakea lopulta kukka ihan tampere keskusta asti kilo#metri päästä kotoa mukava vuotis#syntymä#päpä#päivätys,0
korkea#paine letku tarvita toimitus todella nopea kiitos,1
pyysitte palaute ikinä vielä törmännyt vastaava palaute#kysely muistutus kyllä tulla lokakuu tilattu tuote vielä kaksi eri kerta käydä paikallinen liike kysymä sieltä aina sama laulu heti tulla teksti#viesti tuote siellä no ehkä ensi vuosi valitettavasti voida suositella,0
tuote hyvä spammaa sähkö#posti pyyntö laittaa arvostelu sitten,0
tilaaminen erittäin helppo kunto#luokitus tosi hyvä apu valinta toimitus saapua parissa päiväs#sälainen selvästi hyvä ulkoinen kuosi kunto#luokitus peruste odotinkokonaisuus hyvä valinta voida suositella,1
voida hyvä antaa vielä saada tilaami tuki#sukka,0
tilata kovakantinen kuva#kirja erittäin ihastua kirja tulla varmasti tilata uudelleen,1
vähän isohko näköinen muuten käyttö tarkoitus sopia kokoinen tilava,1
valokuva arvioida saapuminen vain muutama päivä mennä päivä tilaus kuulua laittaa viesti aspiin vielä saada vastaus lasku osata lähettää perille,0
kaikki käydä jouhevasti helposti lainasumma tili heti seuraava päivä liite toimittaa,1
kiitos jana rappo tosi mukava kokemus hyvä selkeä palvelu,1
ensinnä helppo tilata hämmästys erittäin nopea toimitusjo vaihe tulla sähkö#posti ilmoitus#kiaitse kirja hyvä#laatuinen lapsi käsi sopia tilata pieni koonkiva kertomus kaunis kuva hyvä tietenkin oma nimi iki#oma kirjae mikään moitittava kiitos,1
tilata tuote cocopanda ensimmäinen kerta hyvin tyytyväinen yritys,1
jokainen kuva virhe#kuva tulla suht aika hinta kohtuullinen jokainen kuva keskellä kuvata vaalean#harma viiva todella häiritsevä tulla tilata täältä enää uudelleen,0
voida käsittää saada koskaan jillti lasku klarna taas tulla perintä#toimisto ilmoitus#perintä lasku kulu mukainen mikään lasku näkyä sama toistunut kyseinen yritys kohta tarkoitus klarna pistää ihminen perintä laki pitää tulla maksu#kehoitus käydä ilmi ostaa toinen firma tulla tieto voida ostaa klarna saada yksi perintä#lasku erä#päivä jäljellä#tore naurattava touhu tarvi käyttää klarnaa,0
tilasi joulu#kortti toimitus luvata joulu#kortti vielä saapune joten vuosi voida lähettää joulu#kortti ollenkaan,0
toimitus tuote luvattu mukainen,1
tilatu kypärä tulla nopeasti ehjä hyvin pakattu,1
tilata kaksi yöpöytä näyttivä kuva kauni tyylikäs hinta edullinen joten huippu#laatu odottaa vähän yllättynyt pettyä kuinka huonolaatuinen yö#pöytä todellisuus paketti puuttua ruuvi osa palo väri#virhe palat yö#pöytie ulko#pinta silti tuntua hinta#laatu#suhde pielessä,0
toimitus#aika todela pitkä tilaus kulua kuukausi lasku maksaa tuote näkyä vielä,0
luotettava lento#yhtiö,0
tuote saapua,0
antaa neljä tähteäviipyt matka viikko haitata,0
paketti vielä postissa käsitin tuoda koti postista voida korona vuoksi tilata koti kuljetus puhelin kertoa posti netti#sivu kertoa korona vuoksi koti kuljetus joten kg painava paketti edelleen postissa,0
tilata opel zafira vasemman#puolimmainen sivu#peili#lasi lasi tulla nopeasti alle viikko kotio tuote ehjä oikea tuote asettua alku#peräinen peili#lasi tilalle täydellisesti#suosittel yritys nopea toiminta oikea tuote toimittaminen vuoksi hinta edullinen kilpailu#kykyinen,1
